

Trajectories
100
,,PETT:table1,,,PETT:table2,,,PETT:balle1,,,PETT:dos1,,,PETT:dos2,,,PETT:torse2,,,PETT:cou2,,,PETT:epaule G2,,,PETT:bras G2,,,PETT:coude G2,,,PETT:epaule D2,,,PETT:bras D2,,,PETT:coude D2,,,PETT:av bras D2,,,PETT:av bras D3,,,PETT:main D3,,,PETT:raquette2,,,PETT:raquette3,,,PETT:raquette4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
789,0,-1346.82,891.17,-7.32398,-1380.46,-609.971,5.8426,-882.511,-178.846,542.95,-1928.1,-29.1718,158.389,-1685.71,22.8961,65.5835,-1548.54,30.6176,466.249,-1673.48,-26.9211,591.939,-1665.25,160.597,544.827,-1827.28,316.803,314.796,-1802.75,344.841,246.178,-1583.49,-158.191,548.914,-1422.19,-339.91,313.832,-1338.17,-337.415,326.061,-1175.01,-280.081,459.954,-1243.01,-241.418,502.563,-1167.77,-259.642,529.796,-1220.3,-91.7087,572.335,-1305.07,-150.615,659.221,-1264.15,-247.087,608.911
790,0,-1346.76,891.203,-7.10303,-1380.46,-609.948,5.86776,-890.631,-178.331,545.133,-1926.71,-35.1589,158.696,-1685.66,20.5838,64.1392,-1545.35,27.7382,462.573,-1668.31,-32.4636,589.426,-1663.09,155.377,542.678,-1828.18,310.277,313.856,-1804.16,338.502,244.897,-1574.25,-161.126,545.19,-1408.43,-340.717,311.922,-1324.58,-338.18,322.685,-1158.48,-282.59,453.955,-1224.56,-243.663,497.213,-1149.56,-261.998,523.539,-1204.09,-94.2162,565.26,-1285.46,-152.956,654.007,-1245.16,-249.492,603.702
791,0,-1346.76,891.144,-7.35506,-1380.47,-609.96,5.83907,-894.833,-177.868,542.866,-1925.3,-40.9546,159.206,-1685.56,18.4213,62.9306,-1542.41,25.0804,459.185,-1662.43,-37.5329,586.596,-1660.91,150.429,540.898,-1829.83,303.861,313.263,-1806.06,332.299,244.104,-1567.42,-163.938,542.355,-1395,-340.928,310.729,-1311.09,-339.139,319.756,-1140.78,-285.362,447.154,-1204.82,-246.036,491.184,-1130.87,-264.308,516.878,-1186.14,-97.0257,557.48,-1263.56,-155.35,648.704,-1224.46,-252.087,598.576
792,0,-1346.82,891.182,-7.34844,-1380.48,-609.959,5.84497,-894.758,-177.591,536.524,-1923.64,-46.5625,159.42,-1685.4,16.402,61.9617,-1539.72,22.6342,456.13,-1657.35,-42.4017,584.419,-1658.98,145.855,538.932,-1832,297.675,313.411,-1807.85,326.393,243.383,-1558.22,-165.787,538.939,-1381.41,-340.603,310.073,-1297.41,-339.473,316.813,-1122.84,-288.04,439.36,-1183.89,-248.502,484.344,-1109.22,-266.97,508.412,-1165.21,-98.681,550.02,-1239.17,-157.633,643.493,-1200.86,-254.673,593.075
793,0,-1347.05,891.289,-7.1687,-1380.48,-609.969,5.85971,-890.503,-177.659,527.201,-1922.2,-51.8799,159.975,-1685.16,14.5194,61.2355,-1537.25,20.3908,453.452,-1652.08,-47.0567,582.291,-1657.03,141.364,537.508,-1831.5,291.629,312.057,-1809.68,320.653,242.925,-1550.32,-167.613,536.32,-1367.85,-339.523,310.143,-1283.55,-339.351,313.81,-1103.25,-291.409,430.369,-1161.99,-251.013,476.573,-1087.33,-270.156,499.135,-1142.13,-101.88,541.012,-1212.21,-159.986,637.912,-1175.04,-257.277,587.015
794,0,-1347.21,891.329,-7.31067,-1380.44,-609.978,5.84446,-882.504,-178.242,516.487,-1920.7,-57.0329,160.571,-1684.85,12.7676,60.7539,-1534.03,18.1541,451.279,-1647.31,-51.5528,580.598,-1655.41,137.031,536.118,-1833.24,285.732,312.115,-1811.98,315.169,242.992,-1542.59,-169.104,533.853,-1354.29,-337.929,310.984,-1269.98,-339.061,311.279,-1083.27,-295.279,419.797,-1139.34,-253.51,467.772,-1064.52,-273.815,488.035,-1116.47,-104.741,531.231,-1182.58,-162.479,631.02,-1147.67,-260.046,579.369
795,0,-1347.16,891.3,-7.29198,-1380.45,-609.947,5.84655,-871.408,-179.504,506.248,-1919.1,-61.8913,161.305,-1684.45,11.1412,60.5176,-1532.71,16.6409,448.652,-1643.02,-55.7537,579.329,-1654.06,132.787,535.257,-1834.49,280.025,312.304,-1814.01,309.925,243.127,-1535.37,-170.12,532.064,-1340.49,-335.942,312.787,-1257.58,-338.97,309.785,-1063.54,-299.037,407.383,-1116.25,-255.927,457.868,-1040.95,-278.498,474.272,-1085.73,-108.267,520.765,-1149.34,-164.332,622.37,-1118.86,-262.99,569.17
796,0,-1347.16,891.294,-7.32153,-1380.45,-609.957,5.84943,-857.954,-181.593,498.401,-1917.35,-66.4952,162.16,-1683.96,9.63486,60.5265,-1532.47,15.9218,447.163,-1638.96,-59.6039,578.359,-1653.09,128.82,534.789,-1835.7,274.501,312.723,-1815.66,304.605,243.475,-1528.47,-170.81,530.739,-1327.11,-333.133,315.947,-1244.49,-336.834,308.451,-1044.65,-303.367,393.326,-1093.06,-258.205,446.829,-1018.31,-283.925,458.946,-1051.89,-111.964,507.971,-1114.52,-165.106,611.782,-1092.87,-264.714,556.664
797,0,-1347.17,891.3,-7.30237,-1380.43,-609.947,5.86546,-842.85,-184.621,494.698,-1915.6,-70.671,163.516,-1683.37,8.24395,60.7794,-1530.37,13.5377,446.635,-1635.32,-63.3119,577.75,-1652.02,124.967,534.556,-1837.48,269.115,313.692,-1817.35,299.254,244.217,-1522.15,-170.734,530.013,-1314.21,-329.303,320.467,-1233.2,-335.503,308.894,-1026.66,-308.096,378.1,-1070.11,-260.289,434.669,-995.531,-289.419,441.545,-1016.07,-115.872,491.853,-1075.67,-165.179,598.652,-1063.5,-265.652,543.052
798,0,-1347.21,891.317,-7.28494,-1380.47,-609.955,5.84523,-826.647,-188.657,496.494,-1913.34,-74.4805,165.711,-1682.69,6.96403,61.2741,-1529.01,11.2683,445.738,-1631.64,-66.7198,577.603,-1651.4,121.655,534.816,-1838.82,263.978,314.552,-1818.95,294.36,244.906,-1515.92,-170.35,529.458,-1301.78,-324.247,325.917,-1221.88,-332.807,309.881,-1010.14,-313.161,362.372,-1047.82,-262.143,421.457,-974.479,-294.529,423.389,-983.12,-119.284,470.577,-1036.72,-163.565,582.109,-1033.37,-265.665,528.573
799,0,-1347.22,891.32,-7.30472,-1380.47,-609.961,5.8454,-809.623,-193.707,504.535,-1911.2,-77.9822,168.89,-1681.91,5.7911,62.0077,-1529.29,11.9125,446.745,-1628.65,-69.69,577.873,-1650.82,118.3,535.527,-1839.99,259.145,315.604,-1820.54,289.764,245.852,-1510.16,-169.434,529.445,-1290.05,-319.036,331.206,-1211.58,-329.642,311.773,-995.319,-318.535,346.5,-1026.58,-263.75,407.328,-953.872,-299.454,403.961,-951.63,-122.379,445.206,-996.87,-160.859,562.252,-1002.19,-264.445,512.7
800,0,-1347.22,891.324,-7.30248,-1380.46,-609.97,5.84161,-791.652,-199.699,518.732,-1908.79,-81.2426,172.662,-1681.04,4.72153,62.9763,-1518.97,7.40531,451.325,-1625.22,-72.5873,578.272,-1652.07,114.702,537.484,-1841.37,254.58,317.072,-1822.84,285.217,247.757,-1504.84,-168.284,529.771,-1279.31,-314.606,335.259,-1201.76,-326.228,312.906,-983.587,-323.37,330.796,-1006.79,-265.134,392.474,-935.911,-304.046,383.575,-922.612,-125.487,416.601,-956.357,-157.849,539.119,-970.449,-262.954,495.088
801,0,-1347.29,891.339,-7.29316,-1380.48,-609.952,5.85817,-772.09,-206.476,537.935,-1905.82,-84.441,176.609,-1680.07,3.75206,64.1751,-1526.74,10.5781,448.512,-1621.8,-75.2342,578.973,-1652.29,111.716,539.135,-1843.19,249.68,319.261,-1824.47,280.812,249.543,-1499.44,-166.651,530.249,-1269,-309.187,339.057,-1193.3,-322.964,314.636,-974.36,-327.87,315.615,-988.99,-266.258,377.312,-920.676,-308.153,362.531,-896.174,-128.997,385.276,-916.189,-154.427,512.357,-939.517,-261.042,475.133
802,0,-1347.27,891.338,-7.31208,-1380.44,-609.978,5.81328,-750.219,-213.472,556.367,-1902.47,-87.399,180.472,-1679.01,2.87979,65.5985,-1516.5,6.66229,453.935,-1618.82,-77.6118,580.126,-1652.46,108.78,541.262,-1844.49,245.068,321.447,-1826.34,276.517,251.96,-1494.38,-164.949,531.229,-1260.56,-304.632,344.157,-1185.23,-318.811,317.088,-967.595,-331.843,301.854,-973.401,-267.334,361.98,-908.224,-311.989,341.752,-874.152,-133.181,351.76,-877.969,-151.761,481.117,-910.167,-258.854,453.029
803,0,-1347.3,891.349,-7.32272,-1380.43,-609.958,5.83248,-725.742,-220.661,574.247,-1899.39,-90.193,184.418,-1677.86,2.10221,67.2404,-1515.3,6.71877,455.522,-1615.87,-79.6925,581.461,-1653.25,105.955,543.864,-1846.48,240.637,324.141,-1828.43,272.487,254.837,-1489.72,-163.325,532.705,-1251.79,-298.924,348.992,-1178.19,-314.625,320.21,-963.491,-335.577,290.132,-960.902,-267.943,347.583,-899.136,-315.748,322.148,-857.443,-138.207,316.139,-844.125,-149.117,446.335,-882.987,-256.406,428.857
804,0,-1347.31,891.377,-7.33028,-1380.46,-609.956,5.84023,-698.181,-227.797,589.24,-1895.7,-92.8489,187.818,-1676.62,1.41716,69.0938,-1514.18,7.13272,457.556,-1613.31,-81.5314,583.204,-1653.81,103.696,546.638,-1848.4,236.515,327.12,-1830.63,268.771,257.75,-1485.08,-161.851,534.505,-1244.75,-293.506,353.305,-1172.1,-310.097,322.962,-961.597,-338.671,281.146,-951.52,-268.142,333.822,-893.504,-319.304,305.323,-845.106,-144.7,279.82,-814.788,-147.132,407.688,-860.639,-253.064,403.851
805,0,-1347.34,891.379,-7.33383,-1380.5,-609.967,5.87022,-667.271,-234.76,600.39,-1891.83,-95.5576,190.852,-1675.32,0.822846,71.1508,-1512.73,7.87069,460.293,-1610.6,-82.9477,585.3,-1654.41,101.534,549.409,-1850.62,232.495,330.211,-1832.95,265.33,261.03,-1481.38,-160.344,536.526,-1239.5,-288.173,357.538,-1167.2,-305.207,325.961,-961.478,-341.134,275.382,-945.298,-267.776,322.422,-891.399,-322.361,292.468,-837.104,-153.763,243.219,-792.479,-145.286,366.943,-843.072,-248.68,379.219
806,0,-1347.36,891.392,-7.30885,-1380.44,-609.978,5.82081,-632.87,-241.486,607.306,-1888.46,-98.2809,193.847,-1673.93,0.317822,73.4033,-1511.63,8.55165,462.764,-1608.36,-84.0481,587.592,-1655.23,99.9681,552.526,-1852.69,228.99,333.583,-1836.03,262.21,264.785,-1477.62,-158.452,539.063,-1235.04,-283.501,362.099,-1161.79,-299.387,329.086,-961.836,-342.472,272.41,-941.085,-265.199,310.694,-890.385,-324.089,283.67,-832.905,-165.858,209.528,-777.085,-145.627,325.923,-830.991,-243.109,356.065
807,0,-1347.37,891.349,-7.29824,-1380.46,-609.96,5.82722,-594.952,-247.96,610.065,-1884.91,-100.97,196.347,-1672.49,-0.0989913,75.8422,-1520.28,13.0825,462.497,-1606.57,-84.5721,590.332,-1655.88,98.4989,555.748,-1855.34,225.6,337.302,-1838.59,259.201,268.441,-1475.25,-157.205,541.612,-1231.32,-278.703,366.25,-1158.88,-295.791,331.631,-962.784,-341.371,271.946,-938.454,-262.696,303.69,-889.909,-323.276,278.425,-832.691,-177.666,180.127,-767.103,-145.935,289.417,-822.726,-236.023,335.342
808,0,-1347.36,891.376,-7.30778,-1380.43,-609.95,5.81727,-553.607,-254.201,609.121,-1882.21,-103.421,199.161,-1670.99,-0.428325,78.458,-1511.18,11.3605,469.27,-1604.54,-84.7627,593.291,-1656.57,97.6812,559.21,-1858.19,222.258,341.211,-1841.5,256.677,272.12,-1472.52,-155.621,544.644,-1229.14,-275.131,368.272,-1157.35,-295.352,334.117,-961.644,-339.04,272.899,-937.516,-258.551,299.591,-888.638,-319.612,276.196,-834.995,-188.16,155.919,-762.299,-144.976,256.986,-816.482,-226.483,317.298
809,0,-1347.35,891.372,-7.29887,-1380.44,-609.966,5.84413,-509.035,-260.258,605.201,-1880.04,-105.576,202.43,-1669.44,-0.670561,81.2408,-1509.92,13.1092,473.177,-1602.86,-84.494,596.672,-1657.51,97.4401,562.955,-1860.83,219.634,345.023,-1844.49,254.07,276.176,-1470.04,-154.753,547.771,-1229.5,-275.79,368.703,-1156.51,-295.165,334.61,-959.887,-335.422,275.428,-937.077,-252.706,295.898,-887.138,-313.917,275.051,-839.388,-196.09,139.032,-762.502,-141.414,230.594,-813.227,-216.467,302.263
810,0,-1347.32,891.36,-7.31564,-1380.45,-609.967,5.83299,-461.537,-266.199,599.221,-1878.21,-107.415,206.162,-1667.85,-0.825734,84.1799,-1518.48,17.6752,474.216,-1601.47,-83.9027,600.297,-1658.2,97.3885,566.753,-1863.57,216.92,349.121,-1850.44,251.978,281.802,-1468.01,-153.961,550.965,-1228.78,-276.422,368.41,-1156.01,-295.542,334.943,-957.398,-331.305,278.501,-936.927,-246.532,291.24,-885.737,-308.002,274.106,-845.641,-199.867,126.657,-767.237,-136.189,211.925,-813.505,-206.271,290.71
811,0,-1347.36,891.364,-7.30058,-1380.43,-609.959,5.83188,-411.515,-272.104,592.177,-1876.45,-109.014,209.939,-1666.23,-0.893538,87.2643,-1509.52,16.4468,481.569,-1600.57,-83.3328,604.221,-1659.06,97.7605,570.801,-1866.58,214.302,353.569,-1854.55,249.797,287.008,-1466.25,-153.6,554.437,-1227.93,-276.801,368.871,-1155.7,-294.476,335.775,-955.798,-327.561,281.229,-936.768,-241.314,288.447,-884.979,-302.028,272.854,-852.941,-200.566,120.587,-775.392,-128.983,198.576,-815.904,-196.888,282.601
812,0,-1347.35,891.386,-7.33939,-1380.44,-609.973,5.81618,-359.466,-278.053,585.061,-1874.52,-110.435,213.201,-1664.58,-0.873322,90.4826,-1508.76,18.0444,485.809,-1599.83,-82.6511,608.172,-1659.56,98.2248,574.893,-1868.87,212.219,358.058,-1856.46,248.14,290.843,-1464.81,-153.115,557.941,-1227.12,-277.359,371.089,-1154.83,-291.574,337.083,-954.991,-324.636,283.366,-937.258,-237.448,288.091,-884.817,-297.236,272.437,-860.562,-198.419,115.702,-783.945,-121.576,190.581,-819.965,-188.041,277.53
813,0,-1347.36,891.382,-7.33007,-1380.47,-609.972,5.85031,-305.977,-284.12,578.758,-1873.39,-111.349,216.506,-1662.93,-0.764103,93.8229,-1508.97,19.0787,490.079,-1599.18,-81.7964,612.198,-1659.56,98.8595,579.031,-1870.86,210.515,362.68,-1859.18,246.712,295.514,-1464.03,-152.642,561.962,-1226.93,-276.925,375.036,-1154.75,-290.667,340.277,-955.018,-321.743,285.138,-937.888,-233.978,289.049,-886.596,-292.698,272.196,-866.44,-195.465,114.358,-792.51,-114.259,185.973,-824.164,-180.518,274.542
814,0,-1347.37,891.381,-7.31103,-1380.43,-609.964,5.85632,-251.719,-290.361,573.954,-1871.79,-112.038,219.017,-1661.26,-0.564559,97.273,-1517.54,23.4943,491.579,-1599.32,-80.835,616.786,-1659.93,99.5563,583.502,-1873.02,209.3,367.607,-1861.51,245.945,300.319,-1464.17,-151.714,566.531,-1227.3,-275.692,379.503,-1154.69,-290,344.281,-954.285,-318.464,287.138,-939.328,-230.901,289.803,-885.635,-289.225,274.154,-872.185,-192.442,115.317,-799.552,-107.752,184.548,-827.707,-174.515,274.519
815,0,-1347.37,891.373,-7.28484,-1380.44,-609.944,5.82966,-197.444,-296.809,571.038,-1870.75,-112.275,221.691,-1659.6,-0.27304,100.821,-1517.58,24.6389,496.343,-1599.54,-79.9505,621.304,-1660.61,100.41,588.015,-1874.66,208.598,372.405,-1864.04,245.407,305.282,-1464.92,-150.313,571.163,-1227.2,-274.756,383.466,-1154.99,-288.593,348.033,-954.36,-316.172,289.929,-940.02,-228.06,293.287,-883.593,-286.538,277.463,-876.956,-187.38,116.868,-803.751,-102.707,186.168,-830.221,-169.822,276.244
816,0,-1347.36,891.364,-7.29794,-1380.45,-609.953,5.83962,-143.981,-303.462,570.008,-1869.53,-112.204,224.317,-1657.96,0.112435,104.453,-1518.08,26.085,501.368,-1600.14,-79.0041,626.164,-1660.74,101.457,592.419,-1876.14,208.31,377.238,-1865.33,245.147,309.759,-1465.11,-149.407,576.097,-1227.14,-272.683,386.985,-1155.69,-286.764,351.587,-954.509,-313.397,293.5,-940.95,-225.232,296.957,-884.267,-283.648,281.087,-878.5,-183.196,120.363,-806.89,-98.255,189.88,-832.506,-165.827,279.926
817,0,-1347.35,891.366,-7.32751,-1380.46,-609.941,5.83411,-91.4263,-310.255,570.156,-1868.35,-111.702,227.273,-1656.33,0.594172,108.156,-1509.37,23.7948,509.84,-1601.08,-77.7583,630.929,-1661.89,102.497,597.229,-1877.58,208.45,382.094,-1867.22,245.427,314.627,-1465.76,-148.319,581.209,-1227.98,-271.858,390.888,-1156.72,-285.765,355.529,-956.1,-310.439,297.73,-942.816,-222.673,300.878,-888.178,-280.092,284.728,-876.945,-181.221,125.344,-807.36,-94.638,195.687,-833.949,-162.147,285.789
818,0,-1347.33,891.376,-7.30137,-1380.42,-609.952,5.83517,-39.9007,-317.132,570.837,-1867.23,-110.85,230.574,-1654.73,1.1748,111.918,-1509.75,24.8435,515.22,-1601.75,-76.4754,635.707,-1662.98,103.568,601.978,-1878.28,208.705,386.437,-1868.28,246.034,318.984,-1466.47,-147.194,586.554,-1229.6,-270.22,395.106,-1157.7,-284.766,360.151,-956.778,-307.98,302.912,-942.977,-220.076,307.103,-889.19,-277.145,290.87,-874.595,-178.568,131.946,-806.8,-91.8525,203.443,-835.653,-158.906,292.657
819,0,-1347.36,891.371,-7.3056,-1380.47,-609.955,5.84288,10.5736,-324.038,571.401,-1866.07,-109.592,234.023,-1653.17,1.85726,115.725,-1510.47,25.6936,520.84,-1602.99,-75.2951,640.563,-1664.06,104.987,606.773,-1879.59,209.552,391.145,-1869.61,246.977,323.685,-1467.56,-146.064,591.876,-1230.27,-268.553,400.178,-1158.55,-283.5,365.597,-957.7,-305.794,309.195,-944.168,-217.683,313.874,-889.249,-274.866,298.599,-872.369,-176.278,140.584,-805.113,-89.6168,212.877,-835.723,-156.621,301.504
820,0,-1347.37,891.389,-7.24039,-1380.46,-609.952,5.82903,59.9677,-330.93,571.293,-1865.03,-108.079,237.637,-1651.66,2.64483,119.563,-1511.73,27.8413,525.98,-1604.79,-73.9063,645.502,-1665.66,106.427,611.674,-1880.21,210.967,395.366,-1870.78,248.413,328.315,-1468.67,-144.877,597.364,-1231.2,-266.979,405.848,-1159.93,-281.997,371.348,-958.388,-303.364,316.449,-945.051,-215.598,321.571,-889.927,-272.296,307.12,-867.837,-173.748,149.266,-801.601,-88.6241,223.837,-835.915,-154.776,311.705
821,0,-1347.32,891.359,-7.29963,-1380.45,-609.948,5.83678,108.26,-337.772,570.039,-1864.48,-106.201,241.276,-1650.19,3.54108,123.419,-1511.81,29.2855,531.616,-1606.17,-72.3188,650.22,-1666.69,107.872,616.205,-1880.81,212.3,399.378,-1870.6,250.204,331.928,-1470.1,-143.689,602.833,-1232.14,-265.71,411.77,-1160.35,-280.975,377.722,-958.611,-301.552,324.44,-945.673,-213.744,330.482,-890.852,-270.287,316.465,-863.71,-171.217,161.189,-800.083,-85.0469,236.876,-835.647,-152.929,323.228
822,0,-1346.82,891.171,-7.35084,-1380.48,-609.955,5.83162,155.436,-344.535,567.24,-1863.75,-104.259,244.626,-1648.79,4.54989,127.279,-1513.04,31.0219,537.113,-1607.88,-70.782,655.029,-1668.17,109.572,620.913,-1881.65,214.11,403.533,-1872.43,252.099,336.821,-1471.9,-142.552,608.342,-1234.04,-264.897,418.032,-1161.43,-280.006,384.201,-959.855,-299.891,332.694,-946.389,-212.314,340.301,-891.011,-268.694,326.783,-859.166,-167.674,173.436,-796.912,-83.6306,252,-835.143,-152.484,336.799
823,0,-1346.38,890.964,-7.50522,-1380.43,-609.968,5.83102,201.49,-351.2,562.566,-1863.29,-101.988,248.044,-1647.44,5.67548,131.129,-1514.86,32.9351,542.466,-1609.87,-68.924,659.868,-1669.99,111.478,625.513,-1882.05,216.326,407.199,-1872.24,254.123,340.32,-1473.55,-141.15,613.895,-1235.49,-264.138,424.267,-1162.66,-279.056,391.145,-960.494,-298.375,341.932,-947.53,-210.724,350.962,-891.398,-267.392,337.828,-854.857,-163.808,187.007,-794.786,-81.1365,269.41,-835.078,-152.055,351.573
824,0,-1346.82,891.168,-7.27533,-1380.45,-609.951,5.81947,246.422,-357.751,555.761,-1862.66,-99.5889,251.17,-1646.16,6.92233,134.956,-1515.53,34.7321,548.045,-1612.16,-67.06,664.575,-1671.83,113.533,630.015,-1882.6,218.427,410.714,-1873.46,255.53,343.622,-1475.64,-139.691,619.425,-1237.26,-263.624,431.244,-1163.81,-277.748,398.396,-961.432,-297.072,351.608,-948.49,-209.439,362.136,-892.942,-265.769,349.561,-849.991,-160.128,202.359,-790.215,-81.1864,288.138,-835.539,-151.534,367.238
825,0,-1346.84,891.181,-7.35666,-1380.48,-609.943,5.84791,290.241,-364.181,546.634,-1862.42,-96.9434,254.428,-1644.95,8.29525,138.745,-1516.91,36.9741,553.436,-1614.4,-64.8332,669.173,-1673.71,115.832,634.592,-1883.37,220.807,414.245,-1873.89,257.852,347.015,-1478.09,-137.944,625.159,-1238.68,-262.436,438.235,-1165.02,-277.171,406.283,-961.547,-295.463,361.509,-949.169,-208.365,374.377,-893.274,-264.778,362.348,-844.647,-156.884,219.247,-787.937,-79.2438,308.384,-836.727,-150.834,384.274
826,0,-1346.82,891.175,-7.35212,-1380.49,-609.972,5.84746,332.964,-370.485,535.059,-1862.01,-94.1938,257.415,-1643.81,9.79935,142.485,-1518.03,39.0305,558.92,-1617.11,-62.5382,673.794,-1675.48,118.192,638.844,-1883.69,223.39,417.24,-1874.21,260.384,350.193,-1480.47,-136.246,630.763,-1239.89,-261.334,445.413,-1166.69,-276.619,414.278,-962.478,-293.801,372.229,-950.225,-207.205,387.051,-894.303,-263.54,375.843,-839.191,-153.308,236.608,-786.207,-77.3644,329.371,-839.347,-149.216,402.069
827,0,-1347.19,891.315,-7.3027,-1380.45,-609.951,5.82801,374.616,-376.666,520.97,-1861.65,-91.3294,260.279,-1642.75,11.44,146.16,-1520.45,41.1419,564.036,-1620.12,-60.1158,678.294,-1677.44,120.72,642.969,-1884.07,226.154,420.065,-1874.42,263.122,353.146,-1483.46,-134.252,636.481,-1241.84,-259.966,452.795,-1168.12,-275.743,422.393,-963.728,-292.224,383.688,-951.831,-205.944,400.352,-895.579,-262.31,390.355,-833.26,-150.468,255.535,-785.698,-75.6821,351.501,-841.933,-148.228,420.442
828,0,-1346.91,891.198,-7.36143,-1380.43,-609.954,5.83301,415.23,-382.727,504.362,-1861.64,-88.2538,263.253,-1641.75,13.2229,149.758,-1521.53,42.9139,569.298,-1622.85,-57.5618,682.764,-1679.1,123.57,646.86,-1884.53,229.033,422.725,-1874.52,266.065,355.866,-1486.3,-132.193,642.09,-1243.59,-259.16,460.436,-1170.01,-274.908,430.778,-965.289,-290.652,395.907,-953.528,-204.739,413.971,-897.875,-260.605,405.181,-828.373,-148.45,275.028,-785.248,-73.9003,374.194,-846.531,-146.114,439.233
829,0,-1346.82,891.17,-7.3515,-1380.46,-609.948,5.84297,454.848,-388.679,485.284,-1861.68,-85.0288,266.045,-1640.83,15.1541,153.265,-1523.07,45.9377,574.223,-1625.92,-54.666,686.973,-1681.22,126.516,650.695,-1885.13,232.151,425.195,-1874.52,269.211,358.342,-1490.01,-129.839,647.646,-1245.86,-258.181,468.097,-1171.92,-274.099,439.303,-967.069,-288.875,408.547,-955.9,-203.057,427.913,-899.859,-259.351,421.22,-822.787,-146.878,295.689,-785.314,-72.8002,397.184,-851.022,-144.368,458.406
830,0,-1346.83,891.176,-7.35417,-1380.46,-609.956,5.84629,493.519,-394.53,463.839,-1861.67,-81.7094,268.626,-1639.98,17.2398,156.669,-1525.09,47.6813,579.141,-1629.19,-51.6675,691.075,-1683.96,129.583,654.613,-1885.47,235.41,427.277,-1874.4,272.561,360.568,-1493.42,-127.613,653.206,-1248.13,-257.371,475.827,-1174.14,-273.221,447.853,-969.262,-286.577,421.239,-958.933,-201.024,442.165,-903.188,-257.425,437.171,-814.054,-146.3,318.69,-785.512,-71.8738,420.823,-855.767,-143.004,477.481
831,0,-1346.82,891.185,-7.33488,-1380.44,-609.972,5.82971,531.302,-400.296,440.18,-1861.58,-78.1878,270.948,-1639.19,19.4865,159.958,-1527.68,50.7695,583.546,-1632.59,-48.5363,694.998,-1685.93,133.105,657.866,-1885.65,238.893,429.002,-1874.18,276.117,362.538,-1496.76,-124.857,658.34,-1251.2,-256.503,483.741,-1176.74,-272.542,456.501,-971.787,-284.152,434.394,-962.473,-198.686,455.786,-906.429,-255.405,453.518,-808.65,-145.242,340.81,-786.515,-71.1529,444.699,-861.703,-140.796,497.062
832,0,-1346.86,891.174,-7.31895,-1380.41,-609.954,5.82785,568.264,-405.989,414.508,-1861.6,-74.6263,273.09,-1638.46,21.9012,163.118,-1529.27,53.4445,587.983,-1635.95,-45.1082,698.693,-1687.9,136.645,660.971,-1885.76,242.667,430.396,-1873.85,279.881,364.244,-1500.88,-122.045,663.564,-1254,-256,491.554,-1179.67,-271.68,465.196,-974.961,-281.743,447.339,-967.056,-196.407,469.286,-910.706,-253.275,469.977,-803.608,-144.699,364.133,-788.406,-70.4428,469.046,-868.47,-138.472,516.271
833,0,-1346.84,891.16,-7.31841,-1380.45,-609.955,5.83228,604.482,-411.625,387.067,-1861.66,-70.9061,274.898,-1637.78,24.4909,166.139,-1531.51,56.5301,592.305,-1639.72,-41.3716,702.237,-1690.94,140.321,664.21,-1885.95,246.566,431.614,-1873.4,283.856,365.682,-1504.58,-119.287,668.307,-1257.47,-255.442,499.41,-1182.55,-271.306,473.779,-978.838,-279.194,459.841,-972.582,-193.966,482.422,-916.219,-250.915,486.387,-800.046,-144.434,387.929,-791.414,-69.4728,493.961,-875.779,-136.092,535.139
834,0,-1346.85,891.175,-7.32703,-1380.46,-609.961,5.83391,640.041,-417.219,358.146,-1861.78,-67.0466,276.502,-1637.15,27.2629,169.007,-1534.61,59.4097,596.349,-1643.68,-37.7325,705.727,-1693.03,144.492,666.788,-1886.07,250.993,432.528,-1872.84,288.047,366.849,-1508.64,-116.391,672.828,-1261.32,-255.174,506.99,-1186.39,-270.944,481.859,-983.016,-276.445,471.925,-977.951,-191.285,495.516,-922.971,-248.377,502.517,-796.126,-144.63,412.976,-795.111,-68.9322,518.937,-884.965,-132.705,553.542
